id,project_id,title,file_path,doc_type,created_date,author,related_team,related_issue_id,content_preview,created_at,updated_at
DOC-0034,PROJ-001,팀 내부 진행 대화 - DOC-0034,02_raw_documents/chat_logs/DOC-0034_chat_logs_2025-08-13.md,팀 내부 진행 대화,2025-08-13,박서연,영업관리팀,ISS-2025-008,문서ID: DOC-0034 작성일: 2025-08-13 문서유형: 팀 내부 진행 대화 작성자: 박서연 관련팀: 영업관리팀 고객사: Hyundai Mobis Tier2 구매처: KET Supplier 품목: AP-WH-220 와이어하네스 관련이슈: ISS-2025-008 / KET Supplier 재고 부족으로 납기 지연 가능 Hyundai Mobis Tier2 관련 AP-WH-220 와이어하네스 업무 건으로 2025년 08월 ,2025-08-13T09:00:00,2026-06-01T09:00:00
DOC-0035,PROJ-001,팀 내부 진행 대화 - DOC-0035,02_raw_documents/chat_logs/DOC-0035_chat_logs_2025-08-17.md,팀 내부 진행 대화,2025-08-17,정하늘,영업관리팀,ISS-2025-008,문서ID: DOC-0035 작성일: 2025-08-17 문서유형: 팀 내부 진행 대화 작성자: 정하늘 관련팀: 영업관리팀 고객사: Hyundai Mobis Tier2 구매처: KET Supplier 품목: AP-WH-220 와이어하네스 관련이슈: ISS-2025-008 / KET Supplier 재고 부족으로 납기 지연 가능 Hyundai Mobis Tier2 관련 AP-WH-220 와이어하네스 업무 건으로 2025년 08월 ,2025-08-17T09:00:00,2026-06-01T09:00:00
DOC-0036,PROJ-001,리드타임 변경 공지 - DOC-0036,02_raw_documents/purchase_emails/DOC-0036_purchase_emails_2025-08-05.md,리드타임 변경 공지,2025-08-05,오세진,구매팀,ISS-2025-008,문서ID: DOC-0036 작성일: 2025-08-05 문서유형: 리드타임 변경 공지 작성자: 오세진 관련팀: 구매팀 고객사: Hyundai Mobis Tier2 구매처: KET Supplier 품목: AP-WH-220 와이어하네스 관련이슈: ISS-2025-008 / KET Supplier 재고 부족으로 납기 지연 가능 Hyundai Mobis Tier2 관련 AP-WH-220 와이어하네스 업무 건으로 2025년 08월 05,2025-08-05T09:00:00,2026-06-01T09:00:00
DOC-0037,PROJ-001,배송 지연 기록 - DOC-0037,02_raw_documents/logistics_logs/DOC-0037_logistics_logs_2025-09-25.md,배송 지연 기록,2025-09-25,윤예린,물류팀,ISS-2025-009,문서ID: DOC-0037 작성일: 2025-09-25 문서유형: 배송 지연 기록 작성자: 윤예린 관련팀: 물류팀 고객사: Global Harness Vietnam 구매처: Yazaki Parts Asia 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-009 / Global Harness Vietnam 수출 서류 누락 통관 지연 Global Harness Vietnam 관련 AP-CB-510 케이블 어셈블,2025-09-25T09:00:00,2026-06-01T09:00:00
DOC-0038,PROJ-001,구매처 재고 부족 안내 - DOC-0038,02_raw_documents/purchase_emails/DOC-0038_purchase_emails_2025-09-14.md,구매처 재고 부족 안내,2025-09-14,강민호,구매팀,ISS-2025-009,문서ID: DOC-0038 작성일: 2025-09-14 문서유형: 구매처 재고 부족 안내 작성자: 강민호 관련팀: 구매팀 고객사: Global Harness Vietnam 구매처: TE Connectivity Korea 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-009 / Global Harness Vietnam 수출 서류 누락 통관 지연 Global Harness Vietnam 관련 AP-CB-510,2025-09-14T09:00:00,2026-06-01T09:00:00
DOC-0039,PROJ-001,배송 지연 기록 - DOC-0039,02_raw_documents/logistics_logs/DOC-0039_logistics_logs_2025-09-02.md,배송 지연 기록,2025-09-02,문태준,물류팀,ISS-2025-008,문서ID: DOC-0039 작성일: 2025-09-02 문서유형: 배송 지연 기록 작성자: 문태준 관련팀: 물류팀 고객사: Hyundai Mobis Tier2 구매처: KET Supplier 품목: AP-WH-220 와이어하네스 관련이슈: ISS-2025-008 / KET Supplier 재고 부족으로 납기 지연 가능 Hyundai Mobis Tier2 관련 AP-WH-220 와이어하네스 업무 건으로 2025년 09월 02일 ,2025-09-02T09:00:00,2026-06-01T09:00:00
DOC-0040,PROJ-001,리드타임 변경 공지 - DOC-0040,02_raw_documents/purchase_emails/DOC-0040_purchase_emails_2025-09-02.md,리드타임 변경 공지,2025-09-02,강민호,구매팀,ISS-2025-008,문서ID: DOC-0040 작성일: 2025-09-02 문서유형: 리드타임 변경 공지 작성자: 강민호 관련팀: 구매팀 고객사: Hyundai Mobis Tier2 구매처: KET Supplier 품목: AP-WH-220 와이어하네스 관련이슈: ISS-2025-008 / KET Supplier 재고 부족으로 납기 지연 가능 Hyundai Mobis Tier2 관련 AP-WH-220 와이어하네스 업무 건으로 2025년 09월 02,2025-09-02T09:00:00,2026-06-01T09:00:00
DOC-0041,PROJ-001,리드타임 변경 공지 - DOC-0041,02_raw_documents/purchase_emails/DOC-0041_purchase_emails_2025-09-20.md,리드타임 변경 공지,2025-09-20,최유진,구매팀,ISS-2025-009,문서ID: DOC-0041 작성일: 2025-09-20 문서유형: 리드타임 변경 공지 작성자: 최유진 관련팀: 구매팀 고객사: Global Harness Vietnam 구매처: Local Cable Works 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-009 / Global Harness Vietnam 수출 서류 누락 통관 지연 Global Harness Vietnam 관련 AP-CB-510 케이블 어,2025-09-20T09:00:00,2026-06-01T09:00:00
DOC-0042,PROJ-001,고객 납기 문의 - DOC-0042,02_raw_documents/sales_emails/DOC-0042_sales_emails_2025-09-28.md,고객 납기 문의,2025-09-28,이민재,영업관리팀,,문서ID: DOC-0042 작성일: 2025-09-28 문서유형: 고객 납기 문의 작성자: 이민재 관련팀: 영업관리팀 고객사: Hyundai Mobis Tier2 구매처: Yazaki Parts Asia 품목: AP-WH-220 와이어하네스 관련이슈: 일반 운영 / 정기 운영 확인 Hyundai Mobis Tier2 관련 AP-WH-220 와이어하네스 업무 건으로 2025년 09월 28일 기준 진행 상황을 정리합니다. 현재 확,2025-09-28T09:00:00,2026-06-01T09:00:00
DOC-0043,PROJ-001,긴급 항공 이송 승인 요청 - DOC-0043,02_raw_documents/logistics_logs/DOC-0043_logistics_logs_2025-09-20.md,긴급 항공 이송 승인 요청,2025-09-20,문태준,물류팀,ISS-2025-009,문서ID: DOC-0043 작성일: 2025-09-20 문서유형: 긴급 항공 이송 승인 요청 작성자: 문태준 관련팀: 물류팀 고객사: Global Harness Vietnam 구매처: Local Cable Works 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-009 / Global Harness Vietnam 수출 서류 누락 통관 지연 Global Harness Vietnam 관련 AP-CB-510 케,2025-09-20T09:00:00,2026-06-01T09:00:00
DOC-0044,PROJ-001,공급처 품질 확인 요청 - DOC-0044,02_raw_documents/quality_claims/DOC-0044_quality_claims_2025-09-28.md,공급처 품질 확인 요청,2025-09-28,배수민,품질 클레임팀,,문서ID: DOC-0044 작성일: 2025-09-28 문서유형: 공급처 품질 확인 요청 작성자: 배수민 관련팀: 품질 클레임팀 고객사: Hyundai Mobis Tier2 구매처: JST Components 품목: AP-RL-450 릴레이 관련이슈: 일반 운영 / 정기 운영 확인 Hyundai Mobis Tier2 관련 AP-RL-450 릴레이 업무 건으로 2025년 09월 28일 기준 진행 상황을 정리합니다. 현재 확인된 ,2025-09-28T09:00:00,2026-06-01T09:00:00
DOC-0045,PROJ-001,인수인계 준비 회의록 - DOC-0045,02_raw_documents/meeting_notes/DOC-0045_meeting_notes_2025-09-14.md,인수인계 준비 회의록,2025-09-14,김도윤,운영총괄팀,ISS-2025-009,문서ID: DOC-0045 작성일: 2025-09-14 문서유형: 인수인계 준비 회의록 작성자: 김도윤 관련팀: 운영총괄팀 고객사: Global Harness Vietnam 구매처: Local Cable Works 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-009 / Global Harness Vietnam 수출 서류 누락 통관 지연 Global Harness Vietnam 관련 AP-CB-510 케이,2025-09-14T09:00:00,2026-06-01T09:00:00
DOC-0046,PROJ-001,긴급 항공 이송 승인 요청 - DOC-0046,02_raw_documents/logistics_logs/DOC-0046_logistics_logs_2025-09-14.md,긴급 항공 이송 승인 요청,2025-09-14,권재윤,물류팀,ISS-2025-009,문서ID: DOC-0046 작성일: 2025-09-14 문서유형: 긴급 항공 이송 승인 요청 작성자: 권재윤 관련팀: 물류팀 고객사: Global Harness Vietnam 구매처: KET Supplier 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-009 / Global Harness Vietnam 수출 서류 누락 통관 지연 Global Harness Vietnam 관련 AP-CB-510 케이블 어셈,2025-09-14T09:00:00,2026-06-01T09:00:00
DOC-0047,PROJ-001,고객 회신 초안 - DOC-0047,02_raw_documents/quality_claims/DOC-0047_quality_claims_2025-09-18.md,고객 회신 초안,2025-09-18,배수민,품질 클레임팀,ISS-2025-009,문서ID: DOC-0047 작성일: 2025-09-18 문서유형: 고객 회신 초안 작성자: 배수민 관련팀: 품질 클레임팀 고객사: Global Harness Vietnam 구매처: Yazaki Parts Asia 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-009 / Global Harness Vietnam 수출 서류 누락 통관 지연 Global Harness Vietnam 관련 AP-CB-510 케이블,2025-09-18T09:00:00,2026-06-01T09:00:00
DOC-0048,PROJ-001,구매처 견적 회신 - DOC-0048,02_raw_documents/purchase_emails/DOC-0048_purchase_emails_2025-09-08.md,구매처 견적 회신,2025-09-08,최유진,구매팀,ISS-2025-009,문서ID: DOC-0048 작성일: 2025-09-08 문서유형: 구매처 견적 회신 작성자: 최유진 관련팀: 구매팀 고객사: Global Harness Vietnam 구매처: KET Supplier 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-009 / Global Harness Vietnam 수출 서류 누락 통관 지연 Global Harness Vietnam 관련 AP-CB-510 케이블 어셈블리 업무,2025-09-08T09:00:00,2026-06-01T09:00:00
DOC-0049,PROJ-001,인수인계 준비 회의록 - DOC-0049,02_raw_documents/meeting_notes/DOC-0049_meeting_notes_2025-10-03.md,인수인계 준비 회의록,2025-10-03,김도윤,운영총괄팀,,문서ID: DOC-0049 작성일: 2025-10-03 문서유형: 인수인계 준비 회의록 작성자: 김도윤 관련팀: 운영총괄팀 고객사: Daesung Automotive 구매처: TE Connectivity Korea 품목: AP-SC-330 센서 케이블 관련이슈: 일반 운영 / 정기 운영 확인 Daesung Automotive 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 10월 03일 기준 진행 상황을 정리합니다.,2025-10-03T09:00:00,2026-06-01T09:00:00
DOC-0050,PROJ-001,배송 지연 기록 - DOC-0050,02_raw_documents/logistics_logs/DOC-0050_logistics_logs_2025-10-01.md,배송 지연 기록,2025-10-01,문태준,물류팀,,문서ID: DOC-0050 작성일: 2025-10-01 문서유형: 배송 지연 기록 작성자: 문태준 관련팀: 물류팀 고객사: Global Harness Vietnam 구매처: JST Components 품목: AP-CN-204 커넥터 관련이슈: 일반 운영 / 정기 운영 확인 Global Harness Vietnam 관련 AP-CN-204 커넥터 업무 건으로 2025년 10월 01일 기준 진행 상황을 정리합니다. 현재 확인된 수량,2025-10-01T09:00:00,2026-06-01T09:00:00
DOC-0051,PROJ-001,입고 로그 - DOC-0051,02_raw_documents/logistics_logs/DOC-0051_logistics_logs_2025-10-03.md,입고 로그,2025-10-03,문태준,물류팀,,문서ID: DOC-0051 작성일: 2025-10-03 문서유형: 입고 로그 작성자: 문태준 관련팀: 물류팀 고객사: Global Harness Vietnam 구매처: Local Cable Works 품목: AP-CN-204 커넥터 관련이슈: 일반 운영 / 정기 운영 확인 Global Harness Vietnam 관련 AP-CN-204 커넥터 업무 건으로 2025년 10월 03일 기준 진행 상황을 정리합니다. 현재 확인된 수량,2025-10-03T09:00:00,2026-06-01T09:00:00
DOC-0052,PROJ-001,단가 협상 회의록 - DOC-0052,02_raw_documents/meeting_notes/DOC-0052_meeting_notes_2025-10-14.md,단가 협상 회의록,2025-10-14,김도윤,운영총괄팀,ISS-2025-010,문서ID: DOC-0052 작성일: 2025-10-14 문서유형: 단가 협상 회의록 작성자: 김도윤 관련팀: 운영총괄팀 고객사: Mirae EV Systems 구매처: Local Cable Works 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-010 / Local Cable Works 대체품 승인 검토 Mirae EV Systems 관련 AP-CB-510 케이블 어셈블리 업무 건으로 2025년 10월 ,2025-10-14T09:00:00,2026-06-01T09:00:00
DOC-0053,PROJ-001,인수인계 준비 회의록 - DOC-0053,02_raw_documents/meeting_notes/DOC-0053_meeting_notes_2025-10-14.md,인수인계 준비 회의록,2025-10-14,김도윤,운영총괄팀,ISS-2025-010,문서ID: DOC-0053 작성일: 2025-10-14 문서유형: 인수인계 준비 회의록 작성자: 김도윤 관련팀: 운영총괄팀 고객사: Mirae EV Systems 구매처: Local Cable Works 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-010 / Local Cable Works 대체품 승인 검토 Mirae EV Systems 관련 AP-CB-510 케이블 어셈블리 업무 건으로 2025년 10,2025-10-14T09:00:00,2026-06-01T09:00:00
DOC-0054,PROJ-001,개선대책 요청 - DOC-0054,02_raw_documents/quality_claims/DOC-0054_quality_claims_2025-10-27.md,개선대책 요청,2025-10-27,송태현,품질 클레임팀,ISS-2025-010,문서ID: DOC-0054 작성일: 2025-10-27 문서유형: 개선대책 요청 작성자: 송태현 관련팀: 품질 클레임팀 고객사: Mirae EV Systems 구매처: Local Cable Works 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-010 / Local Cable Works 대체품 승인 검토 Mirae EV Systems 관련 AP-CB-510 케이블 어셈블리 업무 건으로 2025년 10월 ,2025-10-27T09:00:00,2026-06-01T09:00:00
DOC-0055,PROJ-001,출고 로그 - DOC-0055,02_raw_documents/logistics_logs/DOC-0055_logistics_logs_2025-10-31.md,출고 로그,2025-10-31,권재윤,물류팀,ISS-2025-011,문서ID: DOC-0055 작성일: 2025-10-31 문서유형: 출고 로그 작성자: 권재윤 관련팀: 물류팀 고객사: Mirae EV Systems 구매처: JST Components 품목: AP-SC-330 센서 케이블 관련이슈: ISS-2025-011 / Mirae EV Systems 센서 케이블 반복 클레임 Mirae EV Systems 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 10월 31일 기준 진행 ,2025-10-31T09:00:00,2026-06-01T09:00:00
DOC-0056,PROJ-001,리드타임 변경 공지 - DOC-0056,02_raw_documents/purchase_emails/DOC-0056_purchase_emails_2025-10-27.md,리드타임 변경 공지,2025-10-27,강민호,구매팀,ISS-2025-010,문서ID: DOC-0056 작성일: 2025-10-27 문서유형: 리드타임 변경 공지 작성자: 강민호 관련팀: 구매팀 고객사: Mirae EV Systems 구매처: Local Cable Works 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-010 / Local Cable Works 대체품 승인 검토 Mirae EV Systems 관련 AP-CB-510 케이블 어셈블리 업무 건으로 2025년 10월 2,2025-10-27T09:00:00,2026-06-01T09:00:00
DOC-0057,PROJ-001,Todo 노출 대화 - DOC-0057,02_raw_documents/chat_logs/DOC-0057_chat_logs_2025-10-27.md,Todo 노출 대화,2025-10-27,정하늘,영업관리팀,ISS-2025-010,문서ID: DOC-0057 작성일: 2025-10-27 문서유형: Todo 노출 대화 작성자: 정하늘 관련팀: 영업관리팀 고객사: Mirae EV Systems 구매처: Local Cable Works 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-010 / Local Cable Works 대체품 승인 검토 Mirae EV Systems 관련 AP-CB-510 케이블 어셈블리 업무 건으로 2025년 10월,2025-10-27T09:00:00,2026-06-01T09:00:00
DOC-0058,PROJ-001,불량 원인 분석 메모 - DOC-0058,02_raw_documents/quality_claims/DOC-0058_quality_claims_2025-10-27.md,불량 원인 분석 메모,2025-10-27,한지우,품질 클레임팀,ISS-2025-010,문서ID: DOC-0058 작성일: 2025-10-27 문서유형: 불량 원인 분석 메모 작성자: 한지우 관련팀: 품질 클레임팀 고객사: Mirae EV Systems 구매처: Local Cable Works 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-010 / Local Cable Works 대체품 승인 검토 Mirae EV Systems 관련 AP-CB-510 케이블 어셈블리 업무 건으로 2025년 ,2025-10-27T09:00:00,2026-06-01T09:00:00
DOC-0059,PROJ-001,고객 납기 문의 - DOC-0059,02_raw_documents/sales_emails/DOC-0059_sales_emails_2025-10-27.md,고객 납기 문의,2025-10-27,박서연,영업관리팀,ISS-2025-010,문서ID: DOC-0059 작성일: 2025-10-27 문서유형: 고객 납기 문의 작성자: 박서연 관련팀: 영업관리팀 고객사: Mirae EV Systems 구매처: Local Cable Works 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-010 / Local Cable Works 대체품 승인 검토 Mirae EV Systems 관련 AP-CB-510 케이블 어셈블리 업무 건으로 2025년 10월 2,2025-10-27T09:00:00,2026-06-01T09:00:00
DOC-0060,PROJ-001,Todo 노출 대화 - DOC-0060,02_raw_documents/chat_logs/DOC-0060_chat_logs_2025-10-07.md,Todo 노출 대화,2025-10-07,정하늘,영업관리팀,ISS-2025-010,문서ID: DOC-0060 작성일: 2025-10-07 문서유형: Todo 노출 대화 작성자: 정하늘 관련팀: 영업관리팀 고객사: Mirae EV Systems 구매처: Local Cable Works 품목: AP-CB-510 케이블 어셈블리 관련이슈: ISS-2025-010 / Local Cable Works 대체품 승인 검토 Mirae EV Systems 관련 AP-CB-510 케이블 어셈블리 업무 건으로 2025년 10월,2025-10-07T09:00:00,2026-06-01T09:00:00
DOC-0061,PROJ-001,수출 고객 커뮤니케이션 메일 - DOC-0061,02_raw_documents/sales_emails/DOC-0061_sales_emails_2025-11-25.md,수출 고객 커뮤니케이션 메일,2025-11-25,정하늘,영업관리팀,ISS-2025-011,문서ID: DOC-0061 작성일: 2025-11-25 문서유형: 수출 고객 커뮤니케이션 메일 작성자: 정하늘 관련팀: 영업관리팀 고객사: Mirae EV Systems 구매처: JST Components 품목: AP-SC-330 센서 케이블 관련이슈: ISS-2025-011 / Mirae EV Systems 센서 케이블 반복 클레임 Mirae EV Systems 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 11,2025-11-25T09:00:00,2026-06-01T09:00:00
DOC-0062,PROJ-001,Todo 노출 대화 - DOC-0062,02_raw_documents/chat_logs/DOC-0062_chat_logs_2025-11-13.md,Todo 노출 대화,2025-11-13,이민재,영업관리팀,ISS-2025-011,문서ID: DOC-0062 작성일: 2025-11-13 문서유형: Todo 노출 대화 작성자: 이민재 관련팀: 영업관리팀 고객사: Mirae EV Systems 구매처: JST Components 품목: AP-SC-330 센서 케이블 관련이슈: ISS-2025-011 / Mirae EV Systems 센서 케이블 반복 클레임 Mirae EV Systems 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 11월 13일,2025-11-13T09:00:00,2026-06-01T09:00:00
DOC-0063,PROJ-001,Blocked 상태 대화 - DOC-0063,02_raw_documents/chat_logs/DOC-0063_chat_logs_2025-11-08.md,Blocked 상태 대화,2025-11-08,박서연,영업관리팀,ISS-2025-011,문서ID: DOC-0063 작성일: 2025-11-08 문서유형: Blocked 상태 대화 작성자: 박서연 관련팀: 영업관리팀 고객사: Mirae EV Systems 구매처: JST Components 품목: AP-SC-330 센서 케이블 관련이슈: ISS-2025-011 / Mirae EV Systems 센서 케이블 반복 클레임 Mirae EV Systems 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 11월 ,2025-11-08T09:00:00,2026-06-01T09:00:00
DOC-0064,PROJ-001,개선대책 요청 - DOC-0064,02_raw_documents/quality_claims/DOC-0064_quality_claims_2025-11-04.md,개선대책 요청,2025-11-04,배수민,품질 클레임팀,ISS-2025-011,문서ID: DOC-0064 작성일: 2025-11-04 문서유형: 개선대책 요청 작성자: 배수민 관련팀: 품질 클레임팀 고객사: Mirae EV Systems 구매처: JST Components 품목: AP-SC-330 센서 케이블 관련이슈: ISS-2025-011 / Mirae EV Systems 센서 케이블 반복 클레임 Mirae EV Systems 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 11월 04일 ,2025-11-04T09:00:00,2026-06-01T09:00:00
DOC-0065,PROJ-001,리드타임 변경 공지 - DOC-0065,02_raw_documents/purchase_emails/DOC-0065_purchase_emails_2025-11-19.md,리드타임 변경 공지,2025-11-19,강민호,구매팀,ISS-2025-014,문서ID: DOC-0065 작성일: 2025-11-19 문서유형: 리드타임 변경 공지 작성자: 강민호 관련팀: 구매팀 고객사: Mirae EV Systems 구매처: JST Components 품목: AP-SC-330 센서 케이블 관련이슈: ISS-2025-014 / JST Components 검사 성적서 보완 Mirae EV Systems 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 11월 19일 기준 진행 상,2025-11-19T09:00:00,2026-06-01T09:00:00
DOC-0066,PROJ-001,주간 운영 회의록 - DOC-0066,02_raw_documents/meeting_notes/DOC-0066_meeting_notes_2025-11-06.md,주간 운영 회의록,2025-11-06,김도윤,운영총괄팀,ISS-2025-011,문서ID: DOC-0066 작성일: 2025-11-06 문서유형: 주간 운영 회의록 작성자: 김도윤 관련팀: 운영총괄팀 고객사: Mirae EV Systems 구매처: JST Components 품목: AP-SC-330 센서 케이블 관련이슈: ISS-2025-011 / Mirae EV Systems 센서 케이블 반복 클레임 Mirae EV Systems 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 11월 06일 ,2025-11-06T09:00:00,2026-06-01T09:00:00
DOC-0067,PROJ-001,주간 운영 회의록 - DOC-0067,02_raw_documents/meeting_notes/DOC-0067_meeting_notes_2025-11-25.md,주간 운영 회의록,2025-11-25,김도윤,운영총괄팀,ISS-2025-011,문서ID: DOC-0067 작성일: 2025-11-25 문서유형: 주간 운영 회의록 작성자: 김도윤 관련팀: 운영총괄팀 고객사: Mirae EV Systems 구매처: JST Components 품목: AP-SC-330 센서 케이블 관련이슈: ISS-2025-011 / Mirae EV Systems 센서 케이블 반복 클레임 Mirae EV Systems 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 11월 25일 ,2025-11-25T09:00:00,2026-06-01T09:00:00
DOC-0068,PROJ-001,긴급 항공 이송 승인 요청 - DOC-0068,02_raw_documents/logistics_logs/DOC-0068_logistics_logs_2025-11-08.md,긴급 항공 이송 승인 요청,2025-11-08,권재윤,물류팀,ISS-2025-011,문서ID: DOC-0068 작성일: 2025-11-08 문서유형: 긴급 항공 이송 승인 요청 작성자: 권재윤 관련팀: 물류팀 고객사: Mirae EV Systems 구매처: JST Components 품목: AP-SC-330 센서 케이블 관련이슈: ISS-2025-011 / Mirae EV Systems 센서 케이블 반복 클레임 Mirae EV Systems 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 11월 0,2025-11-08T09:00:00,2026-06-01T09:00:00
DOC-0069,PROJ-001,고객 회신 초안 - DOC-0069,02_raw_documents/quality_claims/DOC-0069_quality_claims_2025-11-19.md,고객 회신 초안,2025-11-19,한지우,품질 클레임팀,ISS-2025-011,문서ID: DOC-0069 작성일: 2025-11-19 문서유형: 고객 회신 초안 작성자: 한지우 관련팀: 품질 클레임팀 고객사: Mirae EV Systems 구매처: JST Components 품목: AP-SC-330 센서 케이블 관련이슈: ISS-2025-011 / Mirae EV Systems 센서 케이블 반복 클레임 Mirae EV Systems 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 11월 19일,2025-11-19T09:00:00,2026-06-01T09:00:00
DOC-0070,PROJ-001,구매처 견적 회신 - DOC-0070,02_raw_documents/purchase_emails/DOC-0070_purchase_emails_2025-11-17.md,구매처 견적 회신,2025-11-17,강민호,구매팀,ISS-2025-011,문서ID: DOC-0070 작성일: 2025-11-17 문서유형: 구매처 견적 회신 작성자: 강민호 관련팀: 구매팀 고객사: Mirae EV Systems 구매처: JST Components 품목: AP-SC-330 센서 케이블 관련이슈: ISS-2025-011 / Mirae EV Systems 센서 케이블 반복 클레임 Mirae EV Systems 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 11월 17일 기준,2025-11-17T09:00:00,2026-06-01T09:00:00
DOC-0071,PROJ-001,품질 클레임 대응 회의록 - DOC-0071,02_raw_documents/meeting_notes/DOC-0071_meeting_notes_2025-11-04.md,품질 클레임 대응 회의록,2025-11-04,김도윤,운영총괄팀,ISS-2025-011,문서ID: DOC-0071 작성일: 2025-11-04 문서유형: 품질 클레임 대응 회의록 작성자: 김도윤 관련팀: 운영총괄팀 고객사: Mirae EV Systems 구매처: JST Components 품목: AP-SC-330 센서 케이블 관련이슈: ISS-2025-011 / Mirae EV Systems 센서 케이블 반복 클레임 Mirae EV Systems 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 11월 ,2025-11-04T09:00:00,2026-06-01T09:00:00
DOC-0072,PROJ-001,인수인계 준비 회의록 - DOC-0072,02_raw_documents/meeting_notes/DOC-0072_meeting_notes_2025-11-27.md,인수인계 준비 회의록,2025-11-27,김도윤,운영총괄팀,ISS-2025-014,문서ID: DOC-0072 작성일: 2025-11-27 문서유형: 인수인계 준비 회의록 작성자: 김도윤 관련팀: 운영총괄팀 고객사: Mirae EV Systems 구매처: JST Components 품목: AP-SC-330 센서 케이블 관련이슈: ISS-2025-014 / JST Components 검사 성적서 보완 Mirae EV Systems 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 11월 27일 기준 진,2025-11-27T09:00:00,2026-06-01T09:00:00
DOC-0073,PROJ-001,고객 불만 메일 - DOC-0073,02_raw_documents/sales_emails/DOC-0073_sales_emails_2025-12-11.md,고객 불만 메일,2025-12-11,이민재,영업관리팀,ISS-2025-012,문서ID: DOC-0073 작성일: 2025-12-11 문서유형: 고객 불만 메일 작성자: 이민재 관련팀: 영업관리팀 고객사: Hanil Motors 구매처: Yazaki Parts Asia 품목: AP-RL-450 릴레이 관련이슈: ISS-2025-012 / Yazaki Parts Asia 리드타임 8주에서 12주 증가 Hanil Motors 관련 AP-RL-450 릴레이 업무 건으로 2025년 12월 11일 기준 진행 상황,2025-12-11T09:00:00,2026-06-01T09:00:00
DOC-0074,PROJ-001,수출 고객 커뮤니케이션 메일 - DOC-0074,02_raw_documents/sales_emails/DOC-0074_sales_emails_2025-12-24.md,수출 고객 커뮤니케이션 메일,2025-12-24,정하늘,영업관리팀,ISS-2025-013,문서ID: DOC-0074 작성일: 2025-12-24 문서유형: 수출 고객 커뮤니케이션 메일 작성자: 정하늘 관련팀: 영업관리팀 고객사: Hyundai Mobis Tier2 구매처: KET Supplier 품목: AP-TM-118 터미널 관련이슈: ISS-2025-013 / KET Supplier 월말 입고 분할 Hyundai Mobis Tier2 관련 AP-TM-118 터미널 업무 건으로 2025년 12월 24일 기준 진행,2025-12-24T09:00:00,2026-06-01T09:00:00
DOC-0075,PROJ-001,개선대책 요청 - DOC-0075,02_raw_documents/quality_claims/DOC-0075_quality_claims_2025-12-29.md,개선대책 요청,2025-12-29,한지우,품질 클레임팀,ISS-2025-013,문서ID: DOC-0075 작성일: 2025-12-29 문서유형: 개선대책 요청 작성자: 한지우 관련팀: 품질 클레임팀 고객사: Hyundai Mobis Tier2 구매처: KET Supplier 품목: AP-TM-118 터미널 관련이슈: ISS-2025-013 / KET Supplier 월말 입고 분할 Hyundai Mobis Tier2 관련 AP-TM-118 터미널 업무 건으로 2025년 12월 29일 기준 진행 상황을 정,2025-12-29T09:00:00,2026-06-01T09:00:00
DOC-0076,PROJ-001,Blocked 상태 대화 - DOC-0076,02_raw_documents/chat_logs/DOC-0076_chat_logs_2025-12-05.md,Blocked 상태 대화,2025-12-05,이민재,영업관리팀,ISS-2025-011,문서ID: DOC-0076 작성일: 2025-12-05 문서유형: Blocked 상태 대화 작성자: 이민재 관련팀: 영업관리팀 고객사: Mirae EV Systems 구매처: JST Components 품목: AP-SC-330 센서 케이블 관련이슈: ISS-2025-011 / Mirae EV Systems 센서 케이블 반복 클레임 Mirae EV Systems 관련 AP-SC-330 센서 케이블 업무 건으로 2025년 12월 ,2025-12-05T09:00:00,2026-06-01T09:00:00
