doc_id,file_path,doc_type,created_date,author,related_team,related_customer_id,related_supplier_id,related_product_id,related_issue_id,summary_hint
DOC-2022-004-008,02_raw_documents/purchase_emails/DOC-2022-004-008_quality_or_assembly_claim_2022-05-23.md,purchase_emails,2022-05-23,최유진,영업관리팀,CUST-003,SUP-005,PROD-003,ISSUE-2022-004,반복 불량과 고객 조립 문제 사이 클레임 관련 purchase_emails 원천자료
DOC-2022-004-009,02_raw_documents/quality_claims/DOC-2022-004-009_quality_or_assembly_claim_2022-05-25.md,quality_claims,2022-05-25,한지우,구매팀,CUST-003,SUP-005,PROD-003,ISSUE-2022-004,반복 불량과 고객 조립 문제 사이 클레임 관련 quality_claims 원천자료
DOC-2022-004-010,02_raw_documents/logistics_logs/DOC-2022-004-010_quality_or_assembly_claim_2022-05-27.md,logistics_logs,2022-05-27,윤예린,품질 클레임팀,CUST-003,SUP-005,PROD-003,ISSUE-2022-004,반복 불량과 고객 조립 문제 사이 클레임 관련 logistics_logs 원천자료
DOC-2022-004-011,02_raw_documents/meeting_notes/DOC-2022-004-011_quality_or_assembly_claim_2022-05-29.md,meeting_notes,2022-05-29,김도윤,영업관리팀,CUST-003,SUP-005,PROD-003,ISSUE-2022-004,반복 불량과 고객 조립 문제 사이 클레임 관련 meeting_notes 원천자료
DOC-2022-004-012,02_raw_documents/chat_logs/DOC-2022-004-012_quality_or_assembly_claim_2022-05-31.md,chat_logs,2022-05-31,이민재,구매팀,CUST-003,SUP-005,PROD-003,ISSUE-2022-004,반복 불량과 고객 조립 문제 사이 클레임 관련 chat_logs 원천자료
DOC-2022-005-001,02_raw_documents/sales_emails/DOC-2022-005-001_lead_time_conflict_2022-07-01.md,sales_emails,2022-07-01,박서연,구매팀,CUST-004,SUP-003,PROD-004,ISSUE-2022-005,리드타임 변경 공지와 고객 발주 일정 충돌 관련 sales_emails 원천자료
DOC-2022-005-002,02_raw_documents/purchase_emails/DOC-2022-005-002_lead_time_conflict_2022-07-04.md,purchase_emails,2022-07-04,최유진,영업관리팀,CUST-004,SUP-003,PROD-004,ISSUE-2022-005,리드타임 변경 공지와 고객 발주 일정 충돌 관련 purchase_emails 원천자료
DOC-2022-005-003,02_raw_documents/quality_claims/DOC-2022-005-003_lead_time_conflict_2022-07-06.md,quality_claims,2022-07-06,한지우,운영총괄팀,CUST-004,SUP-003,PROD-004,ISSUE-2022-005,리드타임 변경 공지와 고객 발주 일정 충돌 관련 quality_claims 원천자료
DOC-2022-005-004,02_raw_documents/logistics_logs/DOC-2022-005-004_lead_time_conflict_2022-07-09.md,logistics_logs,2022-07-09,윤예린,구매팀,CUST-004,SUP-003,PROD-004,ISSUE-2022-005,리드타임 변경 공지와 고객 발주 일정 충돌 관련 logistics_logs 원천자료
DOC-2022-005-005,02_raw_documents/meeting_notes/DOC-2022-005-005_lead_time_conflict_2022-07-11.md,meeting_notes,2022-07-11,김도윤,영업관리팀,CUST-004,SUP-003,PROD-004,ISSUE-2022-005,리드타임 변경 공지와 고객 발주 일정 충돌 관련 meeting_notes 원천자료
DOC-2022-005-006,02_raw_documents/chat_logs/DOC-2022-005-006_lead_time_conflict_2022-07-14.md,chat_logs,2022-07-14,이민재,운영총괄팀,CUST-004,SUP-003,PROD-004,ISSUE-2022-005,리드타임 변경 공지와 고객 발주 일정 충돌 관련 chat_logs 원천자료
DOC-2022-005-007,02_raw_documents/sales_emails/DOC-2022-005-007_lead_time_conflict_2022-07-16.md,sales_emails,2022-07-16,박서연,구매팀,CUST-004,SUP-003,PROD-004,ISSUE-2022-005,리드타임 변경 공지와 고객 발주 일정 충돌 관련 sales_emails 원천자료
DOC-2022-005-008,02_raw_documents/purchase_emails/DOC-2022-005-008_lead_time_conflict_2022-07-19.md,purchase_emails,2022-07-19,최유진,영업관리팀,CUST-004,SUP-003,PROD-004,ISSUE-2022-005,리드타임 변경 공지와 고객 발주 일정 충돌 관련 purchase_emails 원천자료
DOC-2022-005-009,02_raw_documents/quality_claims/DOC-2022-005-009_lead_time_conflict_2022-07-21.md,quality_claims,2022-07-21,한지우,운영총괄팀,CUST-004,SUP-003,PROD-004,ISSUE-2022-005,리드타임 변경 공지와 고객 발주 일정 충돌 관련 quality_claims 원천자료
DOC-2022-005-010,02_raw_documents/logistics_logs/DOC-2022-005-010_lead_time_conflict_2022-07-24.md,logistics_logs,2022-07-24,윤예린,구매팀,CUST-004,SUP-003,PROD-004,ISSUE-2022-005,리드타임 변경 공지와 고객 발주 일정 충돌 관련 logistics_logs 원천자료
DOC-2022-005-011,02_raw_documents/meeting_notes/DOC-2022-005-011_lead_time_conflict_2022-07-26.md,meeting_notes,2022-07-26,김도윤,영업관리팀,CUST-004,SUP-003,PROD-004,ISSUE-2022-005,리드타임 변경 공지와 고객 발주 일정 충돌 관련 meeting_notes 원천자료
DOC-2022-005-012,02_raw_documents/chat_logs/DOC-2022-005-012_lead_time_conflict_2022-07-29.md,chat_logs,2022-07-29,이민재,운영총괄팀,CUST-004,SUP-003,PROD-004,ISSUE-2022-005,리드타임 변경 공지와 고객 발주 일정 충돌 관련 chat_logs 원천자료
DOC-2022-006-001,02_raw_documents/sales_emails/DOC-2022-006-001_air_freight_approval_delay_2022-08-11.md,sales_emails,2022-08-11,박서연,물류팀,CUST-001,SUP-001,PROD-001,ISSUE-2022-006,항공 이송 전환 비용 승인 지연 관련 sales_emails 원천자료
DOC-2022-006-002,02_raw_documents/purchase_emails/DOC-2022-006-002_air_freight_approval_delay_2022-08-13.md,purchase_emails,2022-08-13,최유진,구매팀,CUST-001,SUP-001,PROD-001,ISSUE-2022-006,항공 이송 전환 비용 승인 지연 관련 purchase_emails 원천자료
DOC-2022-006-003,02_raw_documents/quality_claims/DOC-2022-006-003_air_freight_approval_delay_2022-08-14.md,quality_claims,2022-08-14,한지우,운영총괄팀,CUST-001,SUP-001,PROD-001,ISSUE-2022-006,항공 이송 전환 비용 승인 지연 관련 quality_claims 원천자료
DOC-2022-006-004,02_raw_documents/logistics_logs/DOC-2022-006-004_air_freight_approval_delay_2022-08-16.md,logistics_logs,2022-08-16,윤예린,물류팀,CUST-001,SUP-001,PROD-001,ISSUE-2022-006,항공 이송 전환 비용 승인 지연 관련 logistics_logs 원천자료
DOC-2022-006-005,02_raw_documents/meeting_notes/DOC-2022-006-005_air_freight_approval_delay_2022-08-18.md,meeting_notes,2022-08-18,김도윤,구매팀,CUST-001,SUP-001,PROD-001,ISSUE-2022-006,항공 이송 전환 비용 승인 지연 관련 meeting_notes 원천자료
DOC-2022-006-006,02_raw_documents/chat_logs/DOC-2022-006-006_air_freight_approval_delay_2022-08-20.md,chat_logs,2022-08-20,이민재,운영총괄팀,CUST-001,SUP-001,PROD-001,ISSUE-2022-006,항공 이송 전환 비용 승인 지연 관련 chat_logs 원천자료
DOC-2022-006-007,02_raw_documents/sales_emails/DOC-2022-006-007_air_freight_approval_delay_2022-08-21.md,sales_emails,2022-08-21,박서연,물류팀,CUST-001,SUP-001,PROD-001,ISSUE-2022-006,항공 이송 전환 비용 승인 지연 관련 sales_emails 원천자료
DOC-2022-006-008,02_raw_documents/purchase_emails/DOC-2022-006-008_air_freight_approval_delay_2022-08-23.md,purchase_emails,2022-08-23,최유진,구매팀,CUST-001,SUP-001,PROD-001,ISSUE-2022-006,항공 이송 전환 비용 승인 지연 관련 purchase_emails 원천자료
DOC-2022-006-009,02_raw_documents/quality_claims/DOC-2022-006-009_air_freight_approval_delay_2022-08-25.md,quality_claims,2022-08-25,한지우,운영총괄팀,CUST-001,SUP-001,PROD-001,ISSUE-2022-006,항공 이송 전환 비용 승인 지연 관련 quality_claims 원천자료
DOC-2022-006-010,02_raw_documents/logistics_logs/DOC-2022-006-010_air_freight_approval_delay_2022-08-27.md,logistics_logs,2022-08-27,윤예린,물류팀,CUST-001,SUP-001,PROD-001,ISSUE-2022-006,항공 이송 전환 비용 승인 지연 관련 logistics_logs 원천자료
DOC-2022-006-011,02_raw_documents/meeting_notes/DOC-2022-006-011_air_freight_approval_delay_2022-08-28.md,meeting_notes,2022-08-28,김도윤,구매팀,CUST-001,SUP-001,PROD-001,ISSUE-2022-006,항공 이송 전환 비용 승인 지연 관련 meeting_notes 원천자료
DOC-2022-006-012,02_raw_documents/chat_logs/DOC-2022-006-012_air_freight_approval_delay_2022-08-30.md,chat_logs,2022-08-30,이민재,운영총괄팀,CUST-001,SUP-001,PROD-001,ISSUE-2022-006,항공 이송 전환 비용 승인 지연 관련 chat_logs 원천자료
DOC-2022-007-001,02_raw_documents/sales_emails/DOC-2022-007-001_price_quote_conflict_2022-10-03.md,sales_emails,2022-10-03,박서연,구매팀,CUST-004,SUP-001,PROD-001,ISSUE-2022-007,단가 인상 공지와 기존 견적 적용 기준 충돌 관련 sales_emails 원천자료
DOC-2022-007-002,02_raw_documents/purchase_emails/DOC-2022-007-002_price_quote_conflict_2022-10-05.md,purchase_emails,2022-10-05,최유진,영업관리팀,CUST-004,SUP-001,PROD-001,ISSUE-2022-007,단가 인상 공지와 기존 견적 적용 기준 충돌 관련 purchase_emails 원천자료
DOC-2022-007-003,02_raw_documents/quality_claims/DOC-2022-007-003_price_quote_conflict_2022-10-08.md,quality_claims,2022-10-08,한지우,운영총괄팀,CUST-004,SUP-001,PROD-001,ISSUE-2022-007,단가 인상 공지와 기존 견적 적용 기준 충돌 관련 quality_claims 원천자료
DOC-2022-007-004,02_raw_documents/logistics_logs/DOC-2022-007-004_price_quote_conflict_2022-10-10.md,logistics_logs,2022-10-10,윤예린,구매팀,CUST-004,SUP-001,PROD-001,ISSUE-2022-007,단가 인상 공지와 기존 견적 적용 기준 충돌 관련 logistics_logs 원천자료
DOC-2022-007-005,02_raw_documents/meeting_notes/DOC-2022-007-005_price_quote_conflict_2022-10-12.md,meeting_notes,2022-10-12,김도윤,영업관리팀,CUST-004,SUP-001,PROD-001,ISSUE-2022-007,단가 인상 공지와 기존 견적 적용 기준 충돌 관련 meeting_notes 원천자료
DOC-2022-007-006,02_raw_documents/chat_logs/DOC-2022-007-006_price_quote_conflict_2022-10-14.md,chat_logs,2022-10-14,이민재,운영총괄팀,CUST-004,SUP-001,PROD-001,ISSUE-2022-007,단가 인상 공지와 기존 견적 적용 기준 충돌 관련 chat_logs 원천자료
DOC-2022-007-007,02_raw_documents/sales_emails/DOC-2022-007-007_price_quote_conflict_2022-10-17.md,sales_emails,2022-10-17,박서연,구매팀,CUST-004,SUP-001,PROD-001,ISSUE-2022-007,단가 인상 공지와 기존 견적 적용 기준 충돌 관련 sales_emails 원천자료
DOC-2022-007-008,02_raw_documents/purchase_emails/DOC-2022-007-008_price_quote_conflict_2022-10-19.md,purchase_emails,2022-10-19,최유진,영업관리팀,CUST-004,SUP-001,PROD-001,ISSUE-2022-007,단가 인상 공지와 기존 견적 적용 기준 충돌 관련 purchase_emails 원천자료
DOC-2022-007-009,02_raw_documents/quality_claims/DOC-2022-007-009_price_quote_conflict_2022-10-21.md,quality_claims,2022-10-21,한지우,운영총괄팀,CUST-004,SUP-001,PROD-001,ISSUE-2022-007,단가 인상 공지와 기존 견적 적용 기준 충돌 관련 quality_claims 원천자료
DOC-2022-007-010,02_raw_documents/logistics_logs/DOC-2022-007-010_price_quote_conflict_2022-10-23.md,logistics_logs,2022-10-23,윤예린,구매팀,CUST-004,SUP-001,PROD-001,ISSUE-2022-007,단가 인상 공지와 기존 견적 적용 기준 충돌 관련 logistics_logs 원천자료
DOC-2022-007-011,02_raw_documents/meeting_notes/DOC-2022-007-011_price_quote_conflict_2022-10-26.md,meeting_notes,2022-10-26,김도윤,영업관리팀,CUST-004,SUP-001,PROD-001,ISSUE-2022-007,단가 인상 공지와 기존 견적 적용 기준 충돌 관련 meeting_notes 원천자료
DOC-2022-007-012,02_raw_documents/chat_logs/DOC-2022-007-012_price_quote_conflict_2022-10-28.md,chat_logs,2022-10-28,이민재,운영총괄팀,CUST-004,SUP-001,PROD-001,ISSUE-2022-007,단가 인상 공지와 기존 견적 적용 기준 충돌 관련 chat_logs 원천자료
DOC-2022-008-001,02_raw_documents/sales_emails/DOC-2022-008-001_temporary_owner_gap_2022-12-05.md,sales_emails,2022-12-05,박서연,영업관리팀,CUST-003,SUP-002,PROD-004,ISSUE-2022-008,담당자 부재로 고객 회신 누락 관련 sales_emails 원천자료
DOC-2022-008-002,02_raw_documents/purchase_emails/DOC-2022-008-002_temporary_owner_gap_2022-12-07.md,purchase_emails,2022-12-07,최유진,구매팀,CUST-003,SUP-002,PROD-004,ISSUE-2022-008,담당자 부재로 고객 회신 누락 관련 purchase_emails 원천자료
DOC-2022-008-003,02_raw_documents/quality_claims/DOC-2022-008-003_temporary_owner_gap_2022-12-08.md,quality_claims,2022-12-08,한지우,영업관리팀,CUST-003,SUP-002,PROD-004,ISSUE-2022-008,담당자 부재로 고객 회신 누락 관련 quality_claims 원천자료
DOC-2022-008-004,02_raw_documents/logistics_logs/DOC-2022-008-004_temporary_owner_gap_2022-12-10.md,logistics_logs,2022-12-10,윤예린,구매팀,CUST-003,SUP-002,PROD-004,ISSUE-2022-008,담당자 부재로 고객 회신 누락 관련 logistics_logs 원천자료
DOC-2022-008-005,02_raw_documents/meeting_notes/DOC-2022-008-005_temporary_owner_gap_2022-12-12.md,meeting_notes,2022-12-12,김도윤,영업관리팀,CUST-003,SUP-002,PROD-004,ISSUE-2022-008,담당자 부재로 고객 회신 누락 관련 meeting_notes 원천자료
DOC-2022-008-006,02_raw_documents/chat_logs/DOC-2022-008-006_temporary_owner_gap_2022-12-13.md,chat_logs,2022-12-13,이민재,구매팀,CUST-003,SUP-002,PROD-004,ISSUE-2022-008,담당자 부재로 고객 회신 누락 관련 chat_logs 원천자료
DOC-2022-008-007,02_raw_documents/sales_emails/DOC-2022-008-007_temporary_owner_gap_2022-12-15.md,sales_emails,2022-12-15,박서연,영업관리팀,CUST-003,SUP-002,PROD-004,ISSUE-2022-008,담당자 부재로 고객 회신 누락 관련 sales_emails 원천자료
DOC-2022-008-008,02_raw_documents/purchase_emails/DOC-2022-008-008_temporary_owner_gap_2022-12-16.md,purchase_emails,2022-12-16,최유진,구매팀,CUST-003,SUP-002,PROD-004,ISSUE-2022-008,담당자 부재로 고객 회신 누락 관련 purchase_emails 원천자료
DOC-2022-008-009,02_raw_documents/quality_claims/DOC-2022-008-009_temporary_owner_gap_2022-12-18.md,quality_claims,2022-12-18,한지우,영업관리팀,CUST-003,SUP-002,PROD-004,ISSUE-2022-008,담당자 부재로 고객 회신 누락 관련 quality_claims 원천자료
DOC-2022-008-010,02_raw_documents/logistics_logs/DOC-2022-008-010_temporary_owner_gap_2022-12-20.md,logistics_logs,2022-12-20,윤예린,구매팀,CUST-003,SUP-002,PROD-004,ISSUE-2022-008,담당자 부재로 고객 회신 누락 관련 logistics_logs 원천자료
DOC-2022-008-011,02_raw_documents/meeting_notes/DOC-2022-008-011_temporary_owner_gap_2022-12-21.md,meeting_notes,2022-12-21,김도윤,영업관리팀,CUST-003,SUP-002,PROD-004,ISSUE-2022-008,담당자 부재로 고객 회신 누락 관련 meeting_notes 원천자료
DOC-2022-008-012,02_raw_documents/chat_logs/DOC-2022-008-012_temporary_owner_gap_2022-12-23.md,chat_logs,2022-12-23,이민재,구매팀,CUST-003,SUP-002,PROD-004,ISSUE-2022-008,담당자 부재로 고객 회신 누락 관련 chat_logs 원천자료
