doc_id,file_path,doc_type,created_date,author,related_team,related_customer_id,related_supplier_id,related_product_id,related_issue_id,summary_hint
DOC-0034,02_raw_documents/chat_logs/DOC-0034_chat_logs_2025-08-13.md,팀 내부 진행 대화,2025-08-13,박서연,영업관리팀,CUS-001,SUP-002,AP-WH-220,ISS-2025-008,Hyundai Mobis Tier2 / AP-WH-220 와이어하네스 / KET Supplier 재고 부족으로 납기 지연 가능 관련 chat_logs 업무 기록
DOC-0035,02_raw_documents/chat_logs/DOC-0035_chat_logs_2025-08-17.md,팀 내부 진행 대화,2025-08-17,정하늘,영업관리팀,CUS-001,SUP-002,AP-WH-220,ISS-2025-008,Hyundai Mobis Tier2 / AP-WH-220 와이어하네스 / KET Supplier 재고 부족으로 납기 지연 가능 관련 chat_logs 업무 기록
DOC-0036,02_raw_documents/purchase_emails/DOC-0036_purchase_emails_2025-08-05.md,리드타임 변경 공지,2025-08-05,오세진,구매팀,CUS-001,SUP-002,AP-WH-220,ISS-2025-008,Hyundai Mobis Tier2 / AP-WH-220 와이어하네스 / KET Supplier 재고 부족으로 납기 지연 가능 관련 purchase_emails 업무 기록
DOC-0037,02_raw_documents/logistics_logs/DOC-0037_logistics_logs_2025-09-25.md,배송 지연 기록,2025-09-25,윤예린,물류팀,CUS-005,SUP-003,AP-CB-510,ISS-2025-009,Global Harness Vietnam / AP-CB-510 케이블 어셈블리 / Global Harness Vietnam 수출 서류 누락 통관 지연 관련 logistics_logs 업무 기록
DOC-0038,02_raw_documents/purchase_emails/DOC-0038_purchase_emails_2025-09-14.md,구매처 재고 부족 안내,2025-09-14,강민호,구매팀,CUS-005,SUP-001,AP-CB-510,ISS-2025-009,Global Harness Vietnam / AP-CB-510 케이블 어셈블리 / Global Harness Vietnam 수출 서류 누락 통관 지연 관련 purchase_emails 업무 기록
DOC-0039,02_raw_documents/logistics_logs/DOC-0039_logistics_logs_2025-09-02.md,배송 지연 기록,2025-09-02,문태준,물류팀,CUS-001,SUP-002,AP-WH-220,ISS-2025-008,Hyundai Mobis Tier2 / AP-WH-220 와이어하네스 / KET Supplier 재고 부족으로 납기 지연 가능 관련 logistics_logs 업무 기록
DOC-0040,02_raw_documents/purchase_emails/DOC-0040_purchase_emails_2025-09-02.md,리드타임 변경 공지,2025-09-02,강민호,구매팀,CUS-001,SUP-002,AP-WH-220,ISS-2025-008,Hyundai Mobis Tier2 / AP-WH-220 와이어하네스 / KET Supplier 재고 부족으로 납기 지연 가능 관련 purchase_emails 업무 기록
DOC-0041,02_raw_documents/purchase_emails/DOC-0041_purchase_emails_2025-09-20.md,리드타임 변경 공지,2025-09-20,최유진,구매팀,CUS-005,SUP-005,AP-CB-510,ISS-2025-009,Global Harness Vietnam / AP-CB-510 케이블 어셈블리 / Global Harness Vietnam 수출 서류 누락 통관 지연 관련 purchase_emails 업무 기록
DOC-0042,02_raw_documents/sales_emails/DOC-0042_sales_emails_2025-09-28.md,고객 납기 문의,2025-09-28,이민재,영업관리팀,CUS-001,SUP-003,AP-WH-220,,Hyundai Mobis Tier2 / AP-WH-220 와이어하네스 / 정기 운영 확인 관련 sales_emails 업무 기록
DOC-0043,02_raw_documents/logistics_logs/DOC-0043_logistics_logs_2025-09-20.md,긴급 항공 이송 승인 요청,2025-09-20,문태준,물류팀,CUS-005,SUP-005,AP-CB-510,ISS-2025-009,Global Harness Vietnam / AP-CB-510 케이블 어셈블리 / Global Harness Vietnam 수출 서류 누락 통관 지연 관련 logistics_logs 업무 기록
DOC-0044,02_raw_documents/quality_claims/DOC-0044_quality_claims_2025-09-28.md,공급처 품질 확인 요청,2025-09-28,배수민,품질 클레임팀,CUS-001,SUP-004,AP-RL-450,,Hyundai Mobis Tier2 / AP-RL-450 릴레이 / 정기 운영 확인 관련 quality_claims 업무 기록
DOC-0045,02_raw_documents/meeting_notes/DOC-0045_meeting_notes_2025-09-14.md,인수인계 준비 회의록,2025-09-14,김도윤,운영총괄팀,CUS-005,SUP-005,AP-CB-510,ISS-2025-009,Global Harness Vietnam / AP-CB-510 케이블 어셈블리 / Global Harness Vietnam 수출 서류 누락 통관 지연 관련 meeting_notes 업무 기록
DOC-0046,02_raw_documents/logistics_logs/DOC-0046_logistics_logs_2025-09-14.md,긴급 항공 이송 승인 요청,2025-09-14,권재윤,물류팀,CUS-005,SUP-002,AP-CB-510,ISS-2025-009,Global Harness Vietnam / AP-CB-510 케이블 어셈블리 / Global Harness Vietnam 수출 서류 누락 통관 지연 관련 logistics_logs 업무 기록
DOC-0047,02_raw_documents/quality_claims/DOC-0047_quality_claims_2025-09-18.md,고객 회신 초안,2025-09-18,배수민,품질 클레임팀,CUS-005,SUP-003,AP-CB-510,ISS-2025-009,Global Harness Vietnam / AP-CB-510 케이블 어셈블리 / Global Harness Vietnam 수출 서류 누락 통관 지연 관련 quality_claims 업무 기록
DOC-0048,02_raw_documents/purchase_emails/DOC-0048_purchase_emails_2025-09-08.md,구매처 견적 회신,2025-09-08,최유진,구매팀,CUS-005,SUP-002,AP-CB-510,ISS-2025-009,Global Harness Vietnam / AP-CB-510 케이블 어셈블리 / Global Harness Vietnam 수출 서류 누락 통관 지연 관련 purchase_emails 업무 기록
DOC-0049,02_raw_documents/meeting_notes/DOC-0049_meeting_notes_2025-10-03.md,인수인계 준비 회의록,2025-10-03,김도윤,운영총괄팀,CUS-002,SUP-001,AP-SC-330,,Daesung Automotive / AP-SC-330 센서 케이블 / 정기 운영 확인 관련 meeting_notes 업무 기록
DOC-0050,02_raw_documents/logistics_logs/DOC-0050_logistics_logs_2025-10-01.md,배송 지연 기록,2025-10-01,문태준,물류팀,CUS-005,SUP-004,AP-CN-204,,Global Harness Vietnam / AP-CN-204 커넥터 / 정기 운영 확인 관련 logistics_logs 업무 기록
DOC-0051,02_raw_documents/logistics_logs/DOC-0051_logistics_logs_2025-10-03.md,입고 로그,2025-10-03,문태준,물류팀,CUS-005,SUP-005,AP-CN-204,,Global Harness Vietnam / AP-CN-204 커넥터 / 정기 운영 확인 관련 logistics_logs 업무 기록
DOC-0052,02_raw_documents/meeting_notes/DOC-0052_meeting_notes_2025-10-14.md,단가 협상 회의록,2025-10-14,김도윤,운영총괄팀,CUS-003,SUP-005,AP-CB-510,ISS-2025-010,Mirae EV Systems / AP-CB-510 케이블 어셈블리 / Local Cable Works 대체품 승인 검토 관련 meeting_notes 업무 기록
DOC-0053,02_raw_documents/meeting_notes/DOC-0053_meeting_notes_2025-10-14.md,인수인계 준비 회의록,2025-10-14,김도윤,운영총괄팀,CUS-003,SUP-005,AP-CB-510,ISS-2025-010,Mirae EV Systems / AP-CB-510 케이블 어셈블리 / Local Cable Works 대체품 승인 검토 관련 meeting_notes 업무 기록
DOC-0054,02_raw_documents/quality_claims/DOC-0054_quality_claims_2025-10-27.md,개선대책 요청,2025-10-27,송태현,품질 클레임팀,CUS-003,SUP-005,AP-CB-510,ISS-2025-010,Mirae EV Systems / AP-CB-510 케이블 어셈블리 / Local Cable Works 대체품 승인 검토 관련 quality_claims 업무 기록
DOC-0055,02_raw_documents/logistics_logs/DOC-0055_logistics_logs_2025-10-31.md,출고 로그,2025-10-31,권재윤,물류팀,CUS-003,SUP-004,AP-SC-330,ISS-2025-011,Mirae EV Systems / AP-SC-330 센서 케이블 / Mirae EV Systems 센서 케이블 반복 클레임 관련 logistics_logs 업무 기록
DOC-0056,02_raw_documents/purchase_emails/DOC-0056_purchase_emails_2025-10-27.md,리드타임 변경 공지,2025-10-27,강민호,구매팀,CUS-003,SUP-005,AP-CB-510,ISS-2025-010,Mirae EV Systems / AP-CB-510 케이블 어셈블리 / Local Cable Works 대체품 승인 검토 관련 purchase_emails 업무 기록
DOC-0057,02_raw_documents/chat_logs/DOC-0057_chat_logs_2025-10-27.md,Todo 노출 대화,2025-10-27,정하늘,영업관리팀,CUS-003,SUP-005,AP-CB-510,ISS-2025-010,Mirae EV Systems / AP-CB-510 케이블 어셈블리 / Local Cable Works 대체품 승인 검토 관련 chat_logs 업무 기록
DOC-0058,02_raw_documents/quality_claims/DOC-0058_quality_claims_2025-10-27.md,불량 원인 분석 메모,2025-10-27,한지우,품질 클레임팀,CUS-003,SUP-005,AP-CB-510,ISS-2025-010,Mirae EV Systems / AP-CB-510 케이블 어셈블리 / Local Cable Works 대체품 승인 검토 관련 quality_claims 업무 기록
DOC-0059,02_raw_documents/sales_emails/DOC-0059_sales_emails_2025-10-27.md,고객 납기 문의,2025-10-27,박서연,영업관리팀,CUS-003,SUP-005,AP-CB-510,ISS-2025-010,Mirae EV Systems / AP-CB-510 케이블 어셈블리 / Local Cable Works 대체품 승인 검토 관련 sales_emails 업무 기록
DOC-0060,02_raw_documents/chat_logs/DOC-0060_chat_logs_2025-10-07.md,Todo 노출 대화,2025-10-07,정하늘,영업관리팀,CUS-003,SUP-005,AP-CB-510,ISS-2025-010,Mirae EV Systems / AP-CB-510 케이블 어셈블리 / Local Cable Works 대체품 승인 검토 관련 chat_logs 업무 기록
DOC-0061,02_raw_documents/sales_emails/DOC-0061_sales_emails_2025-11-25.md,수출 고객 커뮤니케이션 메일,2025-11-25,정하늘,영업관리팀,CUS-003,SUP-004,AP-SC-330,ISS-2025-011,Mirae EV Systems / AP-SC-330 센서 케이블 / Mirae EV Systems 센서 케이블 반복 클레임 관련 sales_emails 업무 기록
DOC-0062,02_raw_documents/chat_logs/DOC-0062_chat_logs_2025-11-13.md,Todo 노출 대화,2025-11-13,이민재,영업관리팀,CUS-003,SUP-004,AP-SC-330,ISS-2025-011,Mirae EV Systems / AP-SC-330 센서 케이블 / Mirae EV Systems 센서 케이블 반복 클레임 관련 chat_logs 업무 기록
DOC-0063,02_raw_documents/chat_logs/DOC-0063_chat_logs_2025-11-08.md,Blocked 상태 대화,2025-11-08,박서연,영업관리팀,CUS-003,SUP-004,AP-SC-330,ISS-2025-011,Mirae EV Systems / AP-SC-330 센서 케이블 / Mirae EV Systems 센서 케이블 반복 클레임 관련 chat_logs 업무 기록
DOC-0064,02_raw_documents/quality_claims/DOC-0064_quality_claims_2025-11-04.md,개선대책 요청,2025-11-04,배수민,품질 클레임팀,CUS-003,SUP-004,AP-SC-330,ISS-2025-011,Mirae EV Systems / AP-SC-330 센서 케이블 / Mirae EV Systems 센서 케이블 반복 클레임 관련 quality_claims 업무 기록
DOC-0065,02_raw_documents/purchase_emails/DOC-0065_purchase_emails_2025-11-19.md,리드타임 변경 공지,2025-11-19,강민호,구매팀,CUS-003,SUP-004,AP-SC-330,ISS-2025-014,Mirae EV Systems / AP-SC-330 센서 케이블 / JST Components 검사 성적서 보완 관련 purchase_emails 업무 기록
DOC-0066,02_raw_documents/meeting_notes/DOC-0066_meeting_notes_2025-11-06.md,주간 운영 회의록,2025-11-06,김도윤,운영총괄팀,CUS-003,SUP-004,AP-SC-330,ISS-2025-011,Mirae EV Systems / AP-SC-330 센서 케이블 / Mirae EV Systems 센서 케이블 반복 클레임 관련 meeting_notes 업무 기록
DOC-0067,02_raw_documents/meeting_notes/DOC-0067_meeting_notes_2025-11-25.md,주간 운영 회의록,2025-11-25,김도윤,운영총괄팀,CUS-003,SUP-004,AP-SC-330,ISS-2025-011,Mirae EV Systems / AP-SC-330 센서 케이블 / Mirae EV Systems 센서 케이블 반복 클레임 관련 meeting_notes 업무 기록
DOC-0068,02_raw_documents/logistics_logs/DOC-0068_logistics_logs_2025-11-08.md,긴급 항공 이송 승인 요청,2025-11-08,권재윤,물류팀,CUS-003,SUP-004,AP-SC-330,ISS-2025-011,Mirae EV Systems / AP-SC-330 센서 케이블 / Mirae EV Systems 센서 케이블 반복 클레임 관련 logistics_logs 업무 기록
DOC-0069,02_raw_documents/quality_claims/DOC-0069_quality_claims_2025-11-19.md,고객 회신 초안,2025-11-19,한지우,품질 클레임팀,CUS-003,SUP-004,AP-SC-330,ISS-2025-011,Mirae EV Systems / AP-SC-330 센서 케이블 / Mirae EV Systems 센서 케이블 반복 클레임 관련 quality_claims 업무 기록
DOC-0070,02_raw_documents/purchase_emails/DOC-0070_purchase_emails_2025-11-17.md,구매처 견적 회신,2025-11-17,강민호,구매팀,CUS-003,SUP-004,AP-SC-330,ISS-2025-011,Mirae EV Systems / AP-SC-330 센서 케이블 / Mirae EV Systems 센서 케이블 반복 클레임 관련 purchase_emails 업무 기록
DOC-0071,02_raw_documents/meeting_notes/DOC-0071_meeting_notes_2025-11-04.md,품질 클레임 대응 회의록,2025-11-04,김도윤,운영총괄팀,CUS-003,SUP-004,AP-SC-330,ISS-2025-011,Mirae EV Systems / AP-SC-330 센서 케이블 / Mirae EV Systems 센서 케이블 반복 클레임 관련 meeting_notes 업무 기록
DOC-0072,02_raw_documents/meeting_notes/DOC-0072_meeting_notes_2025-11-27.md,인수인계 준비 회의록,2025-11-27,김도윤,운영총괄팀,CUS-003,SUP-004,AP-SC-330,ISS-2025-014,Mirae EV Systems / AP-SC-330 센서 케이블 / JST Components 검사 성적서 보완 관련 meeting_notes 업무 기록
DOC-0073,02_raw_documents/sales_emails/DOC-0073_sales_emails_2025-12-11.md,고객 불만 메일,2025-12-11,이민재,영업관리팀,CUS-004,SUP-003,AP-RL-450,ISS-2025-012,Hanil Motors / AP-RL-450 릴레이 / Yazaki Parts Asia 리드타임 8주에서 12주 증가 관련 sales_emails 업무 기록
DOC-0074,02_raw_documents/sales_emails/DOC-0074_sales_emails_2025-12-24.md,수출 고객 커뮤니케이션 메일,2025-12-24,정하늘,영업관리팀,CUS-001,SUP-002,AP-TM-118,ISS-2025-013,Hyundai Mobis Tier2 / AP-TM-118 터미널 / KET Supplier 월말 입고 분할 관련 sales_emails 업무 기록
DOC-0075,02_raw_documents/quality_claims/DOC-0075_quality_claims_2025-12-29.md,개선대책 요청,2025-12-29,한지우,품질 클레임팀,CUS-001,SUP-002,AP-TM-118,ISS-2025-013,Hyundai Mobis Tier2 / AP-TM-118 터미널 / KET Supplier 월말 입고 분할 관련 quality_claims 업무 기록
DOC-0076,02_raw_documents/chat_logs/DOC-0076_chat_logs_2025-12-05.md,Blocked 상태 대화,2025-12-05,이민재,영업관리팀,CUS-003,SUP-004,AP-SC-330,ISS-2025-011,Mirae EV Systems / AP-SC-330 센서 케이블 / Mirae EV Systems 센서 케이블 반복 클레임 관련 chat_logs 업무 기록
DOC-0077,02_raw_documents/sales_emails/DOC-0077_sales_emails_2025-12-13.md,고객 불만 메일,2025-12-13,박서연,영업관리팀,CUS-004,SUP-003,AP-RL-450,ISS-2025-012,Hanil Motors / AP-RL-450 릴레이 / Yazaki Parts Asia 리드타임 8주에서 12주 증가 관련 sales_emails 업무 기록
DOC-0078,02_raw_documents/quality_claims/DOC-0078_quality_claims_2025-12-16.md,개선대책 요청,2025-12-16,배수민,품질 클레임팀,CUS-001,SUP-002,AP-TM-118,ISS-2025-013,Hyundai Mobis Tier2 / AP-TM-118 터미널 / KET Supplier 월말 입고 분할 관련 quality_claims 업무 기록
DOC-0079,02_raw_documents/logistics_logs/DOC-0079_logistics_logs_2025-12-24.md,출고 로그,2025-12-24,윤예린,물류팀,CUS-004,SUP-003,AP-RL-450,ISS-2025-012,Hanil Motors / AP-RL-450 릴레이 / Yazaki Parts Asia 리드타임 8주에서 12주 증가 관련 logistics_logs 업무 기록
DOC-0080,02_raw_documents/chat_logs/DOC-0080_chat_logs_2025-12-13.md,팀장 승인 요청 대화,2025-12-13,정하늘,영업관리팀,CUS-004,SUP-003,AP-RL-450,ISS-2025-012,Hanil Motors / AP-RL-450 릴레이 / Yazaki Parts Asia 리드타임 8주에서 12주 증가 관련 chat_logs 업무 기록
DOC-0081,02_raw_documents/purchase_emails/DOC-0081_purchase_emails_2025-12-24.md,대체품 가능 여부 회신,2025-12-24,오세진,구매팀,CUS-004,SUP-003,AP-RL-450,ISS-2025-012,Hanil Motors / AP-RL-450 릴레이 / Yazaki Parts Asia 리드타임 8주에서 12주 증가 관련 purchase_emails 업무 기록
DOC-0082,02_raw_documents/meeting_notes/DOC-0082_meeting_notes_2025-12-24.md,주간 운영 회의록,2025-12-24,김도윤,운영총괄팀,CUS-004,SUP-003,AP-RL-450,ISS-2025-012,Hanil Motors / AP-RL-450 릴레이 / Yazaki Parts Asia 리드타임 8주에서 12주 증가 관련 meeting_notes 업무 기록
DOC-0083,02_raw_documents/sales_emails/DOC-0083_sales_emails_2025-12-24.md,고객 발주 메일,2025-12-24,이민재,영업관리팀,CUS-004,SUP-003,AP-RL-450,ISS-2025-012,Hanil Motors / AP-RL-450 릴레이 / Yazaki Parts Asia 리드타임 8주에서 12주 증가 관련 sales_emails 업무 기록
DOC-0084,02_raw_documents/logistics_logs/DOC-0084_logistics_logs_2025-12-29.md,긴급 항공 이송 승인 요청,2025-12-29,문태준,물류팀,CUS-001,SUP-002,AP-TM-118,ISS-2025-013,Hyundai Mobis Tier2 / AP-TM-118 터미널 / KET Supplier 월말 입고 분할 관련 logistics_logs 업무 기록
DOC-0085,02_raw_documents/sales_emails/DOC-0085_sales_emails_2026-01-12.md,고객 발주 메일,2026-01-12,이민재,영업관리팀,CUS-003,SUP-004,AP-TM-118,ISS-2026-001,Mirae EV Systems / AP-TM-118 터미널 / 월초 재고 실사 차이 조정 관련 sales_emails 업무 기록
